requirement_id	source_line	clause_ordinal_on_line	family	normative_summary
RW-T12-S1-001	45	1	WIRE_CANONICAL_DIGEST	Authored TemplateUse kind is exactly templateUse.
RW-T12-S1-002	45	2	DESIGN_INPUT_EXPRESSION	TemplateUse is a structural Node in the shared NodeContractCatalog, not Frame, Slot, sidecar, or callback.
RW-T12-S1-003	45	3	DESIGN_INPUT_EXPRESSION	TemplateUse is allowed only in parent ContentModels that admit it and cannot be DesignRoot.
RW-T12-S1-004	46	1	WIRE_CANONICAL_DIGEST	TemplateUse requires kind, nodeId, useId, templateRef, contextSelector, fills, placement, and bindings.
RW-T12-S1-005	46	2	WIRE_CANONICAL_DIGEST	TemplateUse optional fields are exactly displayName, render, visible, opacity, and transform.
RW-T12-S1-006	46	3	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	templateRef is closed {templateId} and follows target current only.
RW-T12-S1-007	46	4	DESIGN_INPUT_EXPRESSION	nodeId and useId are namespace-local unique client-generated canonical UUID v4 values.
RW-T12-S1-008	47	1	WIRE_CANONICAL_DIGEST	TemplateUse forbids children, appearance, fit/alignment, and child-override members.
RW-T12-S1-009	47	2	WIRE_CANONICAL_DIGEST	All TemplateUse objects and unions reject unknown members, unknown kinds, and null.
RW-T12-S1-010	47	3	WIRE_CANONICAL_DIGEST	bindings and fills members are mandatory even when empty.
RW-T12-S1-011	47	4	WIRE_CANONICAL_DIGEST	displayName is authored hash content but is non-evaluated and non-bindable.
RW-T12-S1-012	48	1	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	Every actual TemplateUse occurrence creates one isolated child invocation.
RW-T12-S1-013	48	2	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	Shared target snapshot may share closure facts but never frame, fill, capability, Asset, path, or subtree results.
RW-T12-S2-001	52	1	DESIGN_INPUT_EXPRESSION	system-empty and five system-basic schemas are first-class immutable StaticSchemas with ordinary identity.
RW-T12-S2-002	52	2	DESIGN_INPUT_EXPRESSION	System schemas are selectable and referenceable, have no Draft, and are not evaluator-private contracts.
RW-T12-S2-003	53	1	WIRE_CANONICAL_DIGEST	Each system-basic schema requires integer-decimal index and a correctly typed value.
RW-T12-S2-004	53	2	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	Evaluator builds one immutable exact-system-schema context for each scalar Repeat item.
RW-T12-S2-005	53	3	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	/index and loopIndex equal the original zero-based input index and are never renumbered by pruning or packing.
RW-T12-S2-006	54	1	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	A matching system-basic child may receive the complete scalar item context.
RW-T12-S2-007	54	2	DESIGN_INPUT_EXPRESSION	Reference items retain only business schema and never gain implicit index; index transfer requires explicit PUBLIC fill.
RW-T12-S3-001	58	1	WIRE_CANONICAL_DIGEST	contextSelector is a closed union.
RW-T12-S3-002	58	2	WIRE_CANONICAL_DIGEST	Ordinary selector wire is exact invocation/loop-domain context plus pointer.
RW-T12-S3-003	58	3	DESIGN_INPUT_EXPRESSION	Empty selector is exact {kind:empty} and only valid for a system-empty child.
RW-T12-S3-004	59	1	DESIGN_INPUT_EXPRESSION	Empty pointer selects the complete typed context of the selected domain.
RW-T12-S3-005	59	2	DESIGN_INPUT_EXPRESSION	Non-empty pointer must be valid RFC6901 and statically resolve to a reference-typed object context.
RW-T12-S3-006	59	3	DESIGN_INPUT_EXPRESSION	Selectors reject scalar, array, numeric-index, wildcard, arbitrary-object, shape-inference, and JSON-revalidation paths.
RW-T12-S3-007	59	4	DESIGN_INPUT_EXPRESSION	Selected StaticSchemaRef must exactly equal the child permanent StaticSchemaRef.
RW-T12-S3-008	60	1	WIRE_CANONICAL_DIGEST	Ordinary selector requires ERROR or SKIP absent policy; empty selector forbids it.
RW-T12-S3-009	60	2	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	ERROR on legal runtime ABSENT terminates Evaluation.
RW-T12-S3-010	60	3	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	SKIP removes the invocation and consumes no host layout/gap or downstream placement, fill, child, Asset, or capability work.
RW-T12-S3-011	60	4	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	Empty selector always yields concrete system-empty context.
RW-T12-S3-012	61	1	DESIGN_INPUT_EXPRESSION	null, source ERROR, invalid or nonexistent pointer, wrong type, and schema mismatch are not ABSENT and cannot be hidden by SKIP.
RW-T12-S3-013	61	2	DESIGN_INPUT_EXPRESSION	Save validates every selector even in statically pruned structure.
RW-T12-S4-001	65	1	WIRE_CANONICAL_DIGEST	Each fill has exact {targetDefinitionId,source} wire.
RW-T12-S4-002	65	2	DESIGN_INPUT_EXPRESSION	Fill target is unique per TemplateUse.
RW-T12-S4-003	65	3	WIRE_CANONICAL_DIGEST	fills order has no semantics and canonicalizes by targetDefinitionId.
RW-T12-S4-004	65	4	DESIGN_INPUT_EXPRESSION	Fill target must be a child-current PUBLIC CustomDefinition and source type must match exactly.
