requirement_id	source_line	clause_ordinal_on_line	family	normative_summary
RW-T18-S1-001	63	1	EDITOR_AUTOMATED	Authoritative Preview evaluates only the saved Template current.
RW-T18-S1-002	63	2	EDITOR_AUTOMATED	An unsaved EditorSession cannot be authoritative Evaluation input.
RW-T18-S1-003	63	3	EDITOR_AUTOMATED	A clean EditorSession may preview current directly.
RW-T18-S1-004	63	4	EDITOR_AUTOMATED	A dirty EditorSession presents Save and Preview as the primary action.
RW-T18-S1-005	63	5	EDITOR_AUTOMATED	Save and Preview performs a complete explicit save before starting an independent preview operation.
RW-T18-S1-006	63	6	EDITOR_AUTOMATED	Preview starts only after save success and a READY snapshot from that save's authoritative recheck.
RW-T18-S1-007	63	7	EDITOR_AUTOMATED	Save failure or confirmed INVALID save starts no preview.
RW-T18-S1-008	64	1	EDITOR_AUTOMATED	The server stores no autosave, Patch, or EditorSession.
RW-T18-S1-009	64	2	EDITOR_AUTOMATED	The client may store a DesignDSL working copy and minimal edit state as a device-local recovery draft.
RW-T18-S1-010	64	3	EDITOR_AUTOMATED	Recovery draft content is restored, exported, or discarded only by explicit author action.
RW-T18-S1-011	64	4	EDITOR_AUTOMATED	A recovery draft creates no revision and does not synchronize across devices.
RW-T18-S1-012	64	5	EDITOR_AUTOMATED	Recovery drafts omit RootDocument, customValues, preview images, and Asset bytes by default.
RW-T18-S1-013	65	1	EDITOR_AUTOMATED	Each EditorSession has at most one Template save or invalid-confirmation mutation in flight.
RW-T18-S1-014	65	2	EDITOR_AUTOMATED	Authored mutations pause while a Template mutation is in flight.
RW-T18-S1-015	65	3	EDITOR_AUTOMATED	Structure, property, and problem browsing remains available during the mutation pause.
RW-T18-S1-016	65	4	EDITOR_AUTOMATED	Successful save rebuilds the entire baseline from server canonical DesignDSL, revision, and contentHash.
RW-T18-S1-017	65	5	EDITOR_AUTOMATED	Failed save preserves the local working copy unchanged and releases the mutation pause.
RW-T18-S1-018	65	6	EDITOR_AUTOMATED	v1 has no submitted-versus-working draft layers, post-response command replay, or background save queue.
RW-T18-S1-019	66	1	EDITOR_AUTOMATED	Every save requires expectedRevision concurrency control.
RW-T18-S1-020	66	2	EDITOR_AUTOMATED	Conflict recovery provides no three-way diff, automatic merge, or item-level selection.
RW-T18-S1-021	66	3	EDITOR_AUTOMATED	Conflict recovery preserves the complete local DesignDSL and reports that remote current advanced.
RW-T18-S1-022	66	4	EDITOR_AUTOMATED	Local overwrite requires one explicit author confirmation.
RW-T18-S1-023	66	5	EDITOR_AUTOMATED	After confirmation the client reads latest revision and resubmits complete DesignDSL with it as expectedRevision under full validation.
