requirement_id	source_line	clause_ordinal_on_line	family	normative_summary
RW-T11-S1-001	37	1	WIRE_CANONICAL_DIGEST	authored structural NodeKinds exact 为 repeat 与 conditional。
RW-T11-S1-002	37	2	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	Loop 只指 actual-item runtime frame，不是 authored NodeKind。
RW-T11-S1-003	37	3	WIRE_CANONICAL_DIGEST	Repeat 同时拥有 normal nodeId 与 independent loopId。
RW-T11-S1-004	37	4	WIRE_CANONICAL_DIGEST	Conditional 只有 nodeId。
RW-T11-S1-005	37	5	WIRE_CANONICAL_DIGEST	两者在 DesignDSL 1.0 freeze 前并入 same NodeContractCatalog，不是 property hack。
RW-T11-S1-006	38	1	WIRE_CANONICAL_DIGEST	Repeat required kind/nodeId/loopId/items/absentPolicy/itemLayout/instanceLayout/placement/bindings/children。
RW-T11-S1-007	38	2	WIRE_CANONICAL_DIGEST	Repeat 可选 existing displayName/render/visible/opacity/transform。
RW-T11-S1-008	38	3	WIRE_CANONICAL_DIGEST	Conditional required kind/nodeId/condition/absentPolicy/placement/bindings/children。
RW-T11-S1-009	38	4	WIRE_CANONICAL_DIGEST	Conditional 可选 same common fields，且无 loopId。
RW-T11-S1-010	38	5	SECURITY_FAULT	displayName 只作 author identity并入 hash，不 evaluate/Binding。
RW-T11-S1-011	39	1	WIRE_CANONICAL_DIGEST	Repeat/Conditional children 均 required nonempty ordered array。
RW-T11-S1-012	39	2	EDITOR_AUTOMATED	EditorSession 可 temporary empty children，但 server 不可 save。
RW-T11-S1-013	39	3	SECURITY_FAULT	all structural objects/unions closed；unknown member/kind 与 null fail。
RW-T11-S1-014	39	4	WIRE_CANONICAL_DIGEST	bindings 即使 empty 也 required。
RW-T11-S1-015	39	5	SECURITY_FAULT	Repeat/Conditional 无 fill/stroke/corners/padding/clipContent；需要 visual box 必须 explicit Frame。
RW-T11-S1-016	40	1	DESIGN_INPUT_EXPRESSION	items/condition 是 required structural ValueSource，不是 normal Binding 且无需 static baseline。
RW-T11-S1-017	40	2	DESIGN_INPUT_EXPRESSION	structural source 复用 existing ValueSource union、type proof、domain、error semantics。
RW-T11-S1-018	40	3	SECURITY_FAULT	absentPolicy、children topology、structural source 不可被 Binding rewrite。
RW-T11-S2-001	44	1	DESIGN_INPUT_EXPRESSION	Repeat items static type 只能 list<T> 或 exact StaticSchema array(items:reference) collection。
RW-T11-S2-002	44	2	DESIGN_INPUT_EXPRESSION	list<T> item T 只允许 text/decimal/date/time/boolean。
RW-T11-S2-003	44	3	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	collection 保持 input order、duplicates、empty array。
RW-T11-S2-004	44	4	SECURITY_FAULT	禁止 null/heterogeneous/nested-list/color/image/font/object collection 与 shape-guessed context。
RW-T11-S2-005	45	1	DESIGN_INPUT_EXPRESSION	items source 只允许 literal/context/definition。
RW-T11-S2-006	45	2	DESIGN_INPUT_EXPRESSION	context 可指 proven scalar/reference array。
RW-T11-S2-007	45	3	DESIGN_INPUT_EXPRESSION	Definition 可产生 declared scalar list<T>。
RW-T11-S2-008	45	4	SECURITY_FAULT	Capability 与 loopIndex 不可 direct items source。
RW-T11-S2-009	45	5	SECURITY_FAULT	Expression 1.0 不可 construct/filter/map arbitrary collection。
RW-T11-S2-010	45	6	SECURITY_FAULT	reference collection 只来自 validated exact-item-Schema context，不可由 literal/Definition 构造 object list。
RW-T11-S2-011	46	1	DESIGN_INPUT_EXPRESSION	T 唯一从 items ValueSource static type proof derive。
RW-T11-S2-012	46	2	SECURITY_FAULT	Repeat 不保存 itemType/itemTemplate/runtime shape hint。
RW-T11-S2-013	46	3	SECURITY_FAULT	StaticSchema 只证明 data type，不参与 visual Template selection。
RW-T11-S2-014	47	1	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	scalar item frame exact 使用五个 formal system-basic-*@v1 read-only Schemas。
RW-T11-S2-015	47	2	DESIGN_INPUT_EXPRESSION	每个 scalar context required /index integer-decimal>=0 与 typed /value。
RW-T11-S2-016	47	3	DESIGN_INPUT_EXPRESSION	descendant context source explicit-select loopId 并 read field。
RW-T11-S2-017	47	4	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	TemplateUse 可用 empty pointer 将 whole scalar context 传给 same-system-Schema child。
