requirement_id	source_line	clause_ordinal_on_line	family	normative_summary
RW-T19-S00-001	11	1	SECURITY_FAULT	Track inherited Ticket04 through Ticket18 authority without reissuing semantically duplicate requirements.
RW-T19-S1-001	95	1	SECURITY_FAULT	v1 defines only atomic Host capability mapping by ownerScope.
RW-T19-S1-002	95	2	SECURITY_FAULT	v1 defines no roles, members, Workspace, sharing relationship, or per-Template or per-Asset ACL.
RW-T19-S1-003	95	3	SECURITY_FAULT	Template Host capabilities are exactly template.read, create, update, delete, and render.
RW-T19-S1-004	95	4	SECURITY_FAULT	Asset Host capabilities are exactly asset.read, create, update, delete, and restore.
RW-T19-S1-005	95	5	SECURITY_FAULT	Layout diagnostics uses the distinct render.trace Host capability.
RW-T19-S1-006	95	6	SECURITY_FAULT	Host capability names are authorization input and never enter DesignDSL, RenderInput, RenderDocument, or Engine Command.
RW-T19-S1-007	96	1	SECURITY_FAULT	Template directory, detail, history, export, and deleted-history reads require template.read.
RW-T19-S1-008	96	2	SECURITY_FAULT	Template creation requires template.create.
RW-T19-S1-009	96	3	SECURITY_FAULT	Save, invalid-confirmation save, revision restore, and conflict overwrite require template.update.
RW-T19-S1-010	96	4	SECURITY_FAULT	Template deletion requires template.delete.
RW-T19-S1-011	96	5	SECURITY_FAULT	Render requires template.render.
RW-T19-S1-012	96	6	SECURITY_FAULT	Same-scope copy requires template.read on the source and template.create on the target scope.
RW-T19-S1-013	97	1	SECURITY_FAULT	Authoritative Preview requires both template.read and template.render.
RW-T19-S1-014	97	2	SECURITY_FAULT	Save and Preview additionally requires template.update for its preceding save.
RW-T19-S1-015	97	3	SECURITY_FAULT	Only a caller with template.render may receive successful RenderOutput.
RW-T19-S1-016	97	4	SECURITY_FAULT	template.render alone reveals no DesignDSL, revision history, child Template, or Asset detail.
RW-T19-S1-017	98	1	SECURITY_FAULT	LayoutTrace requests require both template.render and render.trace.
RW-T19-S1-018	98	2	SECURITY_FAULT	Only trace segments whose Template is readable by the caller can project author locators from sidecar.
RW-T19-S1-019	98	3	SECURITY_FAULT	Unreadable trace segments are removed or redacted.
RW-T19-S1-020	98	4	SECURITY_FAULT	render.trace grants no Template or Asset read, Render, edit, or Engine access.
RW-T19-S1-021	99	1	SECURITY_FAULT	Asset directory, detail, version, download, and draft resource selection require asset.read.
RW-T19-S1-022	99	2	SECURITY_FAULT	Asset create requires asset.create.
RW-T19-S1-023	99	3	SECURITY_FAULT	Asset metadata or content update requires asset.update.
RW-T19-S1-024	99	4	SECURITY_FAULT	Asset deletion requires asset.delete.
RW-T19-S1-025	99	5	SECURITY_FAULT	Asset lifecycle restore requires asset.restore.
RW-T19-S1-026	99	6	SECURITY_FAULT	An AssetRef in an external PUBLIC override requires asset.read at admission.
RW-T19-S1-027	99	7	SECURITY_FAULT	After root Template render authorization, authored same-scope Template and Asset resolution uses internal capability without inheriting caller read per item.
RW-T19-S1-028	100	1	SECURITY_FAULT	Host capabilities do not imply one another.
RW-T19-S1-029	100	2	SECURITY_FAULT	Cross-scope ID access or lack of both operation and corresponding read returns namespaced NOT_FOUND.
RW-T19-S1-030	100	3	SECURITY_FAULT	A caller with corresponding read but lacking mutation, render, or trace receives namespaced FORBIDDEN.
RW-T19-S1-031	100	4	SECURITY_FAULT	A caller with an operation capability but without read may execute that authorized operation.
RW-T19-S1-032	100	5	SECURITY_FAULT	An operation-only response removes author content, revision, child, Asset, and other read-only facts from responses, problems, and sidecar projection.
RW-T19-S1-033	101	1	SECURITY_FAULT	Authorization drift before confirmation, queue admission, or execution makes every not-yet-completed action zero-write or zero-output under latest authorization.
RW-T19-S1-034	101	2	SECURITY_FAULT	An atomically completed Template or Asset mutation is not rolled back after authorization drift.
RW-T19-S1-035	101	3	SECURITY_FAULT	An unknown mutation result enters the existing reconciliation flow.
RW-T19-S1-036	101	4	SECURITY_FAULT	Render or trace authorization loss before atomic output seal discards the complete result.
RW-T19-S1-037	101	5	SECURITY_FAULT	After seal, transport can replay only the already-authorized sealed response and cannot expand diagnostics.
RW-T19-S2-001	105	1	SECURITY_FAULT	v1 has one capacity contract that callers cannot negotiate or select.
RW-T19-S2-002	105	2	SECURITY_FAULT	v1 has no small or large, preview or production, or interactive or batch capacity tiers.
RW-T19-S2-003	105	3	SECURITY_FAULT	Each limit belongs to the exact wire or Profile that owns its semantics.
RW-T19-S2-004	105	4	SECURITY_FAULT	Every effective budget enters the Evaluation fingerprint.
RW-T19-S2-005	105	5	SECURITY_FAULT	There is no independent latest capacity configuration or request-level downgrade.
RW-T19-S2-006	106	1	SECURITY_FAULT	Renderer Profile per-request semantic limits are minimum READY guarantees for accepted requests.
RW-T19-S2-007	106	2	SECURITY_FAULT	Deployment queue, slot, and resource watermarks may return BUSY only atomically before acceptance.
RW-T19-S2-008	106	3	SECURITY_FAULT	An accepted request cannot be subjected to a lower hidden limit or approximate execution path.
RW-T19-S2-009	106	4	SECURITY_FAULT	Queueing cannot renew the request deadline.
RW-T19-S2-010	107	1	SECURITY_FAULT	The contract workload is one root Template closure.
RW-T19-S2-011	107	2	SECURITY_FAULT	The contract workload has one root Canvas.
RW-T19-S2-012	107	3	SECURITY_FAULT	The contract workload emits one complete PNG or JPEG.
RW-T19-S2-013	107	4	SECURITY_FAULT	The workload serves Authoritative Preview and single-image Render.
RW-T19-S2-014	107	5	SECURITY_FAULT	Batch, multipage, oversized poster, multi-output, and persistent background jobs are outside v1 capacity goals.
RW-T19-S2-015	108	1	SECURITY_FAULT	Request hard deadline and stage checkpoints are correctness and resource-safety contracts.
RW-T19-S2-016	108	2	SECURITY_FAULT	Operational p50, p95, throughput, and queue-wait SLOs are outside semantic Profiles.
RW-T19-S2-017	108	3	SECURITY_FAULT	Operational SLOs cannot alter result or failure boundaries for the same input.
RW-T19-S2-018	109	1	SECURITY_FAULT	The reference Engine instance has exactly 4 vCPU, 8 GiB RAM, and 4 GiB ephemeral storage.
RW-T19-S2-019	109	2	SECURITY_FAULT	The reference Engine instance has one active slot.
RW-T19-S2-020	109	3	SECURITY_FAULT	The reference Engine instance has four FIFO queue positions.
RW-T19-S2-021	109	4	SECURITY_FAULT	Reference scale-out adds identical certified instances rather than raising same-instance concurrency dynamically.
RW-T19-S2-022	109	5	SECURITY_FAULT	Other deployments may provision more resources.
RW-T19-S2-023	109	6	SECURITY_FAULT	A deployment changing OS, CPU, SIMD, or execution path, or unable to reserve the contract working set per slot, is not the same READY target.
RW-T19-S3-001	113	1	RENDERER_OUTPUT	The only v1 certified authoritative Renderer target is Linux x86_64-v2.
RW-T19-S3-002	113	2	RENDERER_OUTPUT	The certified target is CPU-only with fixed software raster, codec, and SIMD paths.
RW-T19-S3-003	113	3	RENDERER_OUTPUT	GPU, fast-math, environment fonts, runtime algorithm or ISA dispatch, and uncertified fallback are forbidden.
RW-T19-S3-004	113	4	RENDERER_OUTPUT	A read-only machine manifest pins machine, OS image, dependency, and build facts.
RW-T19-S3-005	114	1	RENDERER_OUTPUT	Windows, browser Canvas, and other OS, CPU, or SIMD targets are development feedback only before independent exact-corpus certification.
RW-T19-S3-006	114	2	RENDERER_OUTPUT	An uncertified target cannot claim READY.
RW-T19-S3-007	114	3	RENDERER_OUTPUT	An uncertified target cannot serve Authoritative Preview or Render.
RW-T19-S3-008	114	4	RENDERER_OUTPUT	Results cannot gain authority from majority agreement across targets.
RW-T19-S4-001	118	1	SECURITY_FAULT	Implementation planning requires all numeric limits, stable codes, stages, scenario oracles, and owning exact contracts to be frozen.
RW-T19-S4-002	118	2	SECURITY_FAULT	At one fixed revision, machine-readable scenario list, vector format, budget matrix, and requirements traceability must pass A1 tool-captured validation.
RW-T19-S4-003	118	3	SECURITY_FAULT	Every specification issue must be closed before implementation planning.
RW-T19-S4-004	118	4	SECURITY_FAULT	Planning entry does not require an unimplemented product to pass conformance.
RW-T19-S4-005	119	1	DESIGN_INPUT_EXPRESSION	READY evidence has Java authority and an independent TypeScript feedback implementation replay Design, Input, and Expression corpora.
RW-T19-S4-006	119	2	WIRE_CANONICAL_DIGEST	READY evidence has Java and Rust replay canonical wire, digest, and RenderDocument admission corpora at their seam.
RW-T19-S4-007	119	3	RENDERER_OUTPUT	Rust Renderer executes the complete pixel and encoded-byte golden corpus on every allowed target.
RW-T19-S4-008	119	4	RENDERER_OUTPUT	An independent runner re-executes and verifies Renderer goldens to form A2 evidence.
RW-T19-S4-009	119	5	SECURITY_FAULT	Fault injection, security, and layout evidence follow assigned scenario ownership without forcing unrelated languages to duplicate every corpus.
RW-T19-S4-010	119	6	SECURITY_FAULT	A3 release CI and branch policy pins target, manifest, case list, revision, and artifact hash.
RW-T19-S4-011	119	7	SECURITY_FAULT	The Profile corpus is non-skippable in A3.
RW-T19-S4-012	119	8	SECURITY_FAULT	Without repository A3 evidence, local green gates cannot claim release readiness.
RW-T19-S4-013	120	1	EDITOR_AUTOMATED	Editor accessibility, keyboard flow, focus recovery, and experience acceptance remain J1.
RW-T19-S4-014	120	2	EDITOR_AUTOMATED	A1, A2, and A3 automation can report only automated_verified and cannot replace human accepted.
RW-T19-S4-015	120	3	EDITOR_AUTOMATED	Browser screenshots, old Haibo one-sided tests, and self-reported results cannot independently raise the evidence grade.
RW-T19-S5-001	124	1	SECURITY_FAULT	Every previously unfrozen Ticket19 value requires one isolated non-product capacity calibration.
RW-T19-S5-002	124	2	SECURITY_FAULT	Calibration records workload model, generation protocol, fixed target manifest, raw measurements, peak resources, and derived margin only under .scratch.
RW-T19-S5-003	124	3	SECURITY_FAULT	Calibration cannot modify product modules or create a placeholder runtime or API.
RW-T19-S5-004	125	1	SECURITY_FAULT	Calibration covers below-boundary, boundary, and above-boundary cases for every limit.
RW-T19-S5-005	125	2	SECURITY_FAULT	Calibration covers combined worst paths.
RW-T19-S5-006	125	3	SECURITY_FAULT	Calibration covers reservation before allocation or call.
RW-T19-S5-007	125	4	SECURITY_FAULT	Calibration covers cancel, deadline, fault injection, and zero-partial-output behavior.
RW-T19-S5-008	125	5	SECURITY_FAULT	Every final value has both a static upper-bound derivation and target-machine measurement.
RW-T19-S5-009	125	6	SECURITY_FAULT	A single average, browser behavior, or an empirical number without raw evidence cannot become contract authority.
RW-T19-S5-010	126	1	SECURITY_FAULT	Old busbox code and tests are only candidate-scenario, algorithm, and risk clues.
RW-T19-S5-011	126	2	SECURITY_FAULT	Old busbox numeric limits, concurrent fetch, environment fallback, and missing control boundaries cannot be inherited as RenderWeave v1 answers.
RW-T19-S5-012	127	1	SECURITY_FAULT	capacity-calibration.md is the read-only inventory of current environment, gate and corpus patterns, and nontransferable evidence.
