requirement_id	source_line	clause_ordinal_on_line	family	normative_summary
RW-T07-S1-001	25	1	DESIGN_INPUT_EXPRESSION	BaseValueType exact set 为 text/decimal/boolean/date/time/color/imageRef/fontRef。
RW-T07-S1-002	25	2	DESIGN_INPUT_EXPRESSION	enum<catalogId> 与 list<T> 是 derived ValueType，不是 base type。
RW-T07-S1-003	26	1	DESIGN_INPUT_EXPRESSION	Template 不扩展 StaticSchema；Schema fact type 仍仅五 scalar、reference、array，不增加 color/image/font。
RW-T07-S1-004	26	2	DESIGN_INPUT_EXPRESSION	system-empty@v1 与五个 system-basic-*@v1 继续是一等 read-only StaticSchema。
RW-T07-S1-005	26	3	SECURITY_FAULT	Template Design 不得另造或修改预置 Schema。
RW-T07-S1-006	27	1	DESIGN_INPUT_EXPRESSION	list<T> v1 item 只允许五个 StaticSchema scalar 与 imageRef/fontRef。
RW-T07-S1-007	27	2	DESIGN_INPUT_EXPRESSION	list 保持 order、duplicates 与 empty array。
RW-T07-S1-008	27	3	SECURITY_FAULT	list 禁止 null、heterogeneous item 与 nested list。
RW-T07-S1-009	27	4	ASSET_CAPABILITY_CONCURRENCY	asset-ref list 每个 literal atom 独立进入 Asset dependency extraction 与 external-override admission。
RW-T07-S1-010	27	5	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	Repeat items 只接受五个 StaticSchema scalar list。
RW-T07-S1-011	27	6	DESIGN_INPUT_EXPRESSION	reference array 是 loop-only exact-Schema collection，不得伪装为 generic list<object>。
RW-T07-S1-012	28	1	DESIGN_INPUT_EXPRESSION	Type compatibility strict，禁止 implicit conversion。
RW-T07-S1-013	28	2	DESIGN_INPUT_EXPRESSION	enum 必须 same catalog；list invariant；imageRef/fontRef 不互换；Schema constraint 不形成 implicit subtype。
RW-T07-S1-014	29	1	DESIGN_INPUT_EXPRESSION	decimal 使用 arbitrary-precision BigDecimal value semantics，scale/trailing-zero 不可观察且 1.0=1.00、-0=0。
RW-T07-S1-015	29	2	WIRE_CANONICAL_DIGEST	date/time exact wire 分别 YYYY-MM-DD 与 HH:mm:ss。
RW-T07-S1-016	29	3	WIRE_CANONICAL_DIGEST	color canonical wire 为 uppercase #RRGGBBAA。
RW-T07-S1-017	29	4	WIRE_CANONICAL_DIGEST	imageRef/fontRef 均为 typed closed {assetId}，assetId 必须 server-generated canonical lowercase UUID v4。
RW-T07-S1-018	30	1	DESIGN_INPUT_EXPRESSION	enum token case-sensitive。
RW-T07-S1-019	30	2	SECURITY_FAULT	enum catalog 由 global Node property model immutable-owned；v1 禁止 Template-defined catalog。
RW-T07-S1-020	30	3	DESIGN_INPUT_EXPRESSION	Expression 1.0 对 color/asset-ref/enum/list 只可 explicit-input 后 select/pass-through，不可 construct。
RW-T07-S2-001	34	1	WIRE_CANONICAL_DIGEST	definitions[] exact closed union 为 custom|mapping|expression。
RW-T07-S2-002	34	2	WIRE_CANONICAL_DIGEST	Computed Definition 只是 Mapping/Expression 的术语统称，不是 wire kind。
RW-T07-S2-003	34	3	SECURITY_FAULT	不允许 inline expression/mapping。
RW-T07-S2-004	35	1	WIRE_CANONICAL_DIGEST	所有 Definition 具有 Template-unique opaque definitionId 与 required non-unique displayName。
RW-T07-S2-005	35	2	DESIGN_INPUT_EXPRESSION	CustomDefinition 固定 invocation domain，并有 required typed-literal default 与 PUBLIC|PRIVATE exposure。
RW-T07-S2-006	35	3	DESIGN_INPUT_EXPRESSION	Mapping/Expression Definition 显式声明 invocation/loopId domain 与 output type。
RW-T07-S2-007	37	1	WIRE_CANONICAL_DIGEST	literal ValueSource exact wire 为 {kind:"literal",valueType,value}。
RW-T07-S2-008	38	1	WIRE_CANONICAL_DIGEST	context ValueSource exact wire 为 {kind:"context",domain,pointer}。
RW-T07-S2-009	39	1	WIRE_CANONICAL_DIGEST	loopIndex ValueSource exact wire 为 {kind:"loopIndex",loopId}。
RW-T07-S2-010	40	1	WIRE_CANONICAL_DIGEST	definition ValueSource exact wire 为 {kind:"definition",definitionId}。
RW-T07-S2-011	41	1	WIRE_CANONICAL_DIGEST	Expression-only capability sources exact 为 CLOCK.UTC_DATE、CLOCK.UTC_TIME、RANDOM.UNIFORM_DECIMAL_0_1 三个 closed forms。
RW-T07-S2-012	42	1	DESIGN_INPUT_EXPRESSION	literal、Custom default、Mapping operand 共用一个 authoritative type decoder。
RW-T07-S2-013	42	2	SECURITY_FAULT	null、quoted decimal、nested/heterogeneous list、bad asset shape 均为 hard error。
RW-T07-S2-014	43	1	DESIGN_INPUT_EXPRESSION	context domain 只能是 invocation 或 {kind:"loop",loopId}。
