requirement_id	source_line	clause_ordinal_on_line	family	normative_summary
RW-T16-S1-001	37	1	RENDERER_OUTPUT	Each Renderer Command represents exactly one RenderDocument root Canvas.
RW-T16-S1-002	37	2	RENDERER_OUTPUT	Each Renderer Command atomically produces one complete image.
RW-T16-S1-003	37	3	RENDERER_OUTPUT	Repeat, Conditional, TemplateUse, and compositionViewport only affect content inside that image.
RW-T16-S1-004	37	4	RENDERER_OUTPUT	A child viewport never becomes an independent output.
RW-T16-S1-005	37	5	RENDERER_OUTPUT	Multiple Templates, inputs, variants, DPIs, or formats are orchestrated outside Engine as independent Commands.
RW-T16-S1-006	37	6	RENDERER_OUTPUT	Renderer v1 has no outputs array, page, batch, or partial-success semantics.
RW-T16-S1-007	38	1	RENDERER_OUTPUT	Output covers the complete root Canvas physical surface including authored bleed.
RW-T16-S1-008	38	2	RENDERER_OUTPUT	Callers cannot request node export, crop, resize, target dimensions, rotation, background override, bleed toggle, or secondary layout.
RW-T16-S1-009	38	3	RENDERER_OUTPUT	The single-Canvas and no-multi-Canvas-flow constraints remain authoritative.
RW-T16-S1-010	39	1	RENDERER_OUTPUT	RenderEngine is an internal component of the Rendering bounded context.
RW-T16-S1-011	39	2	RENDERER_OUTPUT	Public clients may call only the Rendering API and cannot submit or obtain Engine-internal contracts, identities, leases, or controls.
RW-T16-S1-012	39	3	RENDERER_OUTPUT	Engine cannot read Template, DesignDSL, RootDocument, caller tokens, or business identity.
RW-T16-S1-013	40	1	RENDERER_OUTPUT	The Layout Profile independently freezes measure, arrange, and shaping semantics.
RW-T16-S1-014	40	2	RENDERER_OUTPUT	The Renderer Profile independently freezes resource interpretation, color, raster, sampling, code, and pixel algorithms.
RW-T16-S1-015	40	3	RENDERER_OUTPUT	The PNG Output Profile independently freezes PNG bytes and metadata.
RW-T16-S1-016	40	4	RENDERER_OUTPUT	The JPEG Output Profile independently freezes JPEG bytes and metadata.
RW-T16-S1-017	40	5	RENDERER_OUTPUT	The server maintains an immutable exact compatibility table that selects one complete profile combination per allowed public request.
RW-T16-S1-018	40	6	RENDERER_OUTPUT	Callers cannot select profiles or request latest, negotiation, or fallback behavior.
