requirement_id	source_line	clause_ordinal_on_line	family	normative_summary
RW-T08-S1-001	33	1	WIRE_CANONICAL_DIGEST	Template revision persisted content fact 只是一份 complete DesignDSL。
RW-T08-S1-002	33	2	WIRE_CANONICAL_DIGEST	v1 exact root 固定含 dslVersion=renderweave-design/1.0、expressionProfile=renderweave-expression/1.0、displayName、optional description、definitions、designRoot。
RW-T08-S1-003	46	1	WIRE_CANONICAL_DIGEST	definitions 必填。
RW-T08-S1-004	46	2	WIRE_CANONICAL_DIGEST	designRoot 必填。
RW-T08-S1-005	46	3	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	designRoot 是唯一 authored visual root。
RW-T08-S1-006	46	4	WIRE_CANONICAL_DIGEST	designRoot closed structure 由 T09–T12 冻结。
RW-T08-S1-007	46	5	SECURITY_FAULT	designRoot 不是 business RootDocument、Editor canvas state 或 RenderDocument。
RW-T08-S1-008	47	1	SECURITY_FAULT	DesignDSL root 不含 top-level bindings 或 Asset inventory。
RW-T08-S1-009	47	2	SECURITY_FAULT	DesignDSL root 不含 StaticSchemaRef、runtime inputs、capabilities、extensions 或 editor state。
RW-T08-S1-010	47	3	WIRE_CANONICAL_DIGEST	Binding 只能位于 designRoot 内实际消费 property 的 Design Node。
RW-T08-S1-011	48	1	WIRE_CANONICAL_DIGEST	displayName required，trim 后 1–128 Unicode codepoints。
RW-T08-S1-012	48	2	WIRE_CANONICAL_DIGEST	description optional，trim 后最多 2048 codepoints；blank normalize 为 absent。
RW-T08-S1-013	48	3	WIRE_CANONICAL_DIGEST	displayName/description 不做 Unicode normalization。
RW-T08-S1-014	48	4	SECURITY_FAULT	v1 DesignDSL 不含 tags、owner、createdAt/updatedAt 或 standalone metadata object。
RW-T08-S1-015	49	1	WIRE_CANONICAL_DIGEST	templateId/revision/StaticSchemaRef/current/lifecycle/readiness-report/expectedRevision 属于 Template/API envelope，不进 DesignDSL。
RW-T08-S1-016	49	2	WIRE_CANONICAL_DIGEST	TemplateRef 按 authored {templateId} 留在 DesignDSL。
RW-T08-S2-001	53	1	WIRE_CANONICAL_DIGEST	bare DesignDSL media type 为 application/vnd.renderweave.design+json。
RW-T08-S2-002	54	1	WIRE_CANONICAL_DIGEST	exact revision export media type 为 application/vnd.renderweave.template-revision+json。
RW-T08-S2-003	54	2	WIRE_CANONICAL_DIGEST	export exact envelope 固定含 exportVersion、templateRevision identity、StaticSchemaRef、contentHash、designDsl。
RW-T08-S2-004	73	1	WIRE_CANONICAL_DIGEST	export envelope strict、version-closed，并 reject unknown member。
RW-T08-S2-005	73	2	SECURITY_FAULT	export 不含 current、lifecycle、readiness/report 或 input samples。
RW-T08-S2-006	74	1	ASSET_CAPABILITY_CONCURRENCY	export current 必须 consistent-read 并 pin 当时 exact revision/hash。
RW-T08-S2-007	74	2	WIRE_CANONICAL_DIGEST	后续 current drift 不改变 export artifact。
RW-T08-S2-008	74	3	SECURITY_FAULT	export 不写 current:true 或其他 moving label。
RW-T08-S2-009	74	4	WIRE_CANONICAL_DIGEST	ACTIVE/DELETED Template history 均可按 lifecycle contract export exact revision。
RW-T08-S2-010	75	1	WIRE_CANONICAL_DIGEST	export 前必须重新验证 persisted revision contentHash。
RW-T08-S2-011	75	2	SECURITY_FAULT	content integrity failure 不得输出 artifact。
RW-T08-S3-001	79	1	WIRE_CANONICAL_DIGEST	每份 DesignDSL required exact dslVersion/expressionProfile；v1 exact pair 为 renderweave-design/1.0 + renderweave-expression/1.0。
RW-T08-S3-002	79	2	SECURITY_FAULT	禁止 latest、SemVer range、auto-negotiation、auto-fallback 或按 library version interpret。
RW-T08-S3-003	80	1	WIRE_CANONICAL_DIGEST	平台维护 append-only immutable exact compatibility-pair catalog。
RW-T08-S3-004	80	2	WIRE_CANONICAL_DIGEST	一个 dslVersion 未来可 append compatible Expression Profile。
RW-T08-S3-005	80	3	WIRE_CANONICAL_DIGEST	每个 revision 只能选择一个 exact pair。
RW-T08-S3-006	80	4	EDITOR_AUTOMATED	Client 必须完整理解 dslVersion 与 expressionProfile 才可 save。
RW-T08-S3-007	81	1	WIRE_CANONICAL_DIGEST	object/union/member、Node/property identity、ValueType/ValueSource、Mapping operator、selector、canonicalization 等 wire/semantic extension 需要新 dslVersion。
RW-T08-S3-008	81	2	SECURITY_FAULT	既有 Node Property Identity 不得复用来修改 default/validation。
RW-T08-S3-009	81	3	WIRE_CANONICAL_DIGEST	Expression grammar/operator/function/type/presence/order 变化只需新 Expression Profile。
RW-T08-S3-010	82	1	WIRE_CANONICAL_DIGEST	UI/localized label/help/nonsemantic diagnostic prose 不触发 version bump。
RW-T08-S3-011	82	2	WIRE_CANONICAL_DIGEST	append BindingPolicy 是明确 exception，不改变 DSL version。
RW-T08-S3-012	82	3	SECURITY_FAULT	semantic error 不得以 bugfix 名义 silent-fix；必须新 exact profile。
RW-T08-S3-013	83	1	WIRE_CANONICAL_DIGEST	一旦 version/profile pair 可写 revision，其 authoritative parser/validator/evaluator semantics 成为 permanent compatibility obligation。
RW-T08-S3-014	83	2	SECURITY_FAULT	read/history/copy/restore/recheck/Render 不自动 migrate 或 rewrite version。
RW-T08-S3-015	84	1	WIRE_CANONICAL_DIGEST	Global Node Property Identity 永久为 nodeKind + propertyPathPattern。
RW-T08-S3-016	84	2	SECURITY_FAULT	Identity 的 ValueType、structural role、default、propertyValidation 跨版本不可改变。
RW-T08-S3-017	84	3	WIRE_CANONICAL_DIGEST	breaking design 必须新 node kind/propertyId 并配新 dslVersion。
RW-T08-S3-018	84	4	DESIGN_INPUT_EXPRESSION	BindingPolicy 可后来授权既有 identity，并对包含该 identity 的全部 versions 生效。
RW-T08-S4-001	88	1	WIRE_CANONICAL_DIGEST	DesignDSL 只接受 no-BOM legal UTF-8 strict-JSON object。
RW-T08-S4-002	88	2	SECURITY_FAULT	拒绝 comments、trailing comma、single-quoted string、NaN/Infinity、JSON5、unpaired surrogate 与任意层 duplicate key。
RW-T08-S4-003	89	1	SECURITY_FAULT	JSON null 在 DesignDSL v1 全面非法。
RW-T08-S4-004	89	2	WIRE_CANONICAL_DIGEST	optional member 只以 omission 表达。
RW-T08-S4-005	89	3	WIRE_CANONICAL_DIGEST	business none 使用 explicit closed union。
RW-T08-S4-006	89	4	DESIGN_INPUT_EXPRESSION	empty string、false、0、empty array 是 concrete values，不等于 missing。
RW-T08-S4-007	90	1	SECURITY_FAULT	DesignDSL-owned objects 与 version-specific Node properties reject unknown member/kind。
RW-T08-S4-008	90	2	SECURITY_FAULT	future wire extension 必须新 dslVersion，old reader 不得 ignore/opaque-preserve 后 save。
RW-T08-S4-009	90	3	WIRE_CANONICAL_DIGEST	BindingPolicy addition 只授权 existing fixed property，不新增 wire。
RW-T08-S4-010	91	1	SECURITY_FAULT	parser raw/token limits 按 decompressed bare DesignDSL 计数，并在 modeling/number expansion/canonicalization 前执行。
RW-T08-S4-011	91	2	SECURITY_FAULT	raw limits exact 为 16MiB bytes、depth64、1024 object members、100000 array items、1000000 values/containers、1MiB string、256-byte member name、256-byte number token。
RW-T08-S4-012	91	3	SECURITY_FAULT	canonical bytes 在 safe modeling、metadata normalization、set sorting 后经 16MiB capped counting sink 计数。
RW-T08-S4-013	91	4	SECURITY_FAULT	canonical counting 必须在 external dependency I/O 前完成，且不保留 full canonical output。
RW-T08-S4-014	91	5	SECURITY_FAULT	T19 必须再冻结 Node/Definition/Expression/Loop 等 lower semantic budgets。
RW-T08-S4-015	92	1	SECURITY_FAULT	invalid UTF-8/JSON、duplicate key、limit violation 返回单 parser-level problem 并 stop。
RW-T08-S4-016	92	2	SECURITY_FAULT	root/envelope/version 不可信时 stop subsequent semantic analysis。
RW-T08-S4-017	92	3	SECURITY_FAULT	结构可安全 traverse 后才 bounded-collect independent hard problems。
RW-T08-S4-018	92	4	SECURITY_FAULT	只有不存在 blocking hard error 才 query StaticSchema/Asset/Template dependencies。
RW-T08-S5-001	96	1	WIRE_CANONICAL_DIGEST	local entity explicit fields 为 nodeId/definitionId/bindingId/loopId/useId。
RW-T08-S5-002	96	2	SECURITY_FAULT	entity 与 refs 必须用 type-specific ID field，不用 context-sensitive generic id。
RW-T08-S5-003	97	1	WIRE_CANONICAL_DIGEST	所有 local IDs 必须 canonical lowercase UUID v4，满足 exact format/version/variant 并拒绝 nil/uppercase/braces/URN/no-hyphen。
RW-T08-S5-004	97	2	WIRE_CANONICAL_DIGEST	每类 ID 是 Template 内 independent namespace；同 UUID text 可跨 namespace。
RW-T08-S5-005	97	3	WIRE_CANONICAL_DIGEST	input alias/propertyId/node kind 不是 local IDs。
RW-T08-S5-006	98	1	EDITOR_AUTOMATED	Authoring client 创建 Node/Definition/Binding/Repeat/TemplateUse 时生成 UUID v4。
RW-T08-S5-007	98	2	WIRE_CANONICAL_DIGEST	Repeat 同时有 normal nodeId 与 independent loopId；Loop 只表示 runtime frame。
RW-T08-S5-008	98	3	SECURITY_FAULT	Server 只 validation ID format、namespace uniqueness 与 references。
RW-T08-S5-009	98	4	SECURITY_FAULT	missing/invalid/collision local ID 是 hard error。
RW-T08-S5-010	98	5	SECURITY_FAULT	normal save 不补 ID、不换 ID、不修 refs。
RW-T08-S5-011	99	1	WIRE_CANONICAL_DIGEST	normal save 保留未替换 entity identity。
RW-T08-S5-012	99	2	WIRE_CANONICAL_DIGEST	restore 与 whole-Template copy 原样保留全部 local IDs。
RW-T08-S5-013	99	3	EDITOR_AUTOMATED	同 Template entity copy 时 client 为副本生成新 IDs 并同步 rewrite internal refs。
RW-T08-S5-014	99	4	WIRE_CANONICAL_DIGEST	手写 JSON 同时改 ID 与 all refs 是合法 delete+create；server 不强制 cross-revision continuity。
RW-T08-S5-015	100	1	WIRE_CANONICAL_DIGEST	explicit migration 保留可保留 IDs。
RW-T08-S5-016	100	2	EDITOR_AUTOMATED	migration 必须新增 identity entity 时要求 client-provided UUID v4，否则 manual-action problem。
RW-T08-S5-017	100	3	SECURITY_FAULT	migration/normal save 不得 silent-generate missing identity。
RW-T08-S5-018	101	1	WIRE_CANONICAL_DIGEST	repeat/conditional 与 Repeat-child PACK 在 DesignDSL 1.0 freeze 前并入 same NodeContract draft。
RW-T08-S5-019	101	2	WIRE_CANONICAL_DIGEST	structural wire/ABSENT/lexical-filter/lowering freeze 后永久按 Profile interpret；observable change 需新 dslVersion。
RW-T08-S6-001	105	1	WIRE_CANONICAL_DIGEST	lossless editing 指保留全部 supported semantics，不保留 upload bytes。
RW-T08-S6-002	105	2	WIRE_CANONICAL_DIGEST	Server 不保存 raw whitespace、object-member order、equivalent number lexeme 或被 metadata trim 移除的 whitespace。
